bioguide,thomas,govtrack,id,address,building,city,fax,hours,phone,state,suite,zip,latitude,longitude
J000293,02086,412496,J000293-oshkosh,219 Washington Ave.,,Oshkosh,920-230-7262,,920-230-7250,WI,Suite 100,54901,44.0174081,-88.5343632
J000293,02086,412496,J000293-madison,5315 Wall St.,,Madison,608-240-9646,,608-240-9629,WI,Suite 110,53718,43.1317039,-89.289711
J000294,02149,412561,J000294-brooklyn,445 Neptune Ave.,Community Room 2C,Brooklyn,,Mon-Fri 9 am to 5pm,718-373-0033,NY,1st Floor,11224,40.5809199,-73.9696891
J000294,02149,412561,J000294-brooklyn-1,55 Hanson Pl.,,Brooklyn,,M-F 9 am - 5pm,718-237-2211,NY,Suite 603,11217,40.6856283,-73.97577559999999
J000295,02154,412566,J000295-mentor,8500 Station St,,Mentor,440-266-9004,,440-352-3939,OH,Suite 390,44060,41.679062,-81.335902
J000295,02154,412566,J000295-twinsburg,10075 Ravenna Road,Twinsburg Gov. Center,Twinsburg,330-425-7071,,330-357-4139,OH,,44087,41.3183054,-81.4478297
J000298,,412730,J000298-seattle,1904 3rd Ave.,,Seattle,,,206-674-0040,WA,Suite 510,98101,47.6119653,-122.3397313
J000299,,412706,J000299-bossier_city,2250 Hospital Dr.,,Bossier City,,,318-840-0309,LA,Suite 248,71111,32.5579513,-93.7228425
J000299,,412706,J000299-natchitoches,444 Caspari Dr.,South Hall,Natchitoches,,By appointment,318-357-5731,LA,Room 224,71497,31.7479383,-93.0970551
J000299,,412706,J000299-leesville,3329 University Parkway,Building 552,Leesville,,,337-392-3146,LA,Room 24,71446,31.0884912,-93.2312895
K000009,00616,400211,K000009-cleveland,17021 Lorain,,Cleveland,419-255-9623,,216-767-5933,OH,,44111,41.4502564,-81.8160502
K000009,00616,400211,K000009-lorain,200 W. Erie,,Lorain,419-255-9623,,440-288-1500,OH,Room 310,44052,41.4685695,-82.1792684
K000009,00616,400211,K000009-toledo,One Maritime Plaza,,Toledo,419-255-9623,,419-259-7500,OH,Room 600,43604,41.6538759,-83.528238
K000188,01498,400218,K000188-eau_claire,131 S. Barstow St.,,Eau Claire,715-831-9272,,715-831-9214,WI,Suite 301,54701,44.8120136,-91.500022
K000188,01498,400218,K000188-la_crosse,205 Fifth Ave. S.,,La Crosse,608-782-4588,,608-782-2558,WI,Suite 400,54601,43.8109182,-91.24976400000001
K000210,00635,400219,K000210-massapequa_park,1003 Park Blvd.,,Massapequa Park,516-541-6602,,516-541-4225,NY,,11762,40.6785193,-73.4556272
K000362,01724,400220,K000362-ames,1421 S. Bell Ave.,,Ames,515-232-2844,,515-232-2885,IA,Suite 102,50010,42.009659,-93.57592199999999
K000362,01724,400220,K000362-fort_dodge,723 Central Ave.,,Fort Dodge,515-576-7141,,515-573-2738,IA,,50501,42.50478529999999,-94.1875913
K000362,01724,400220,K000362-mason_city,202-1st Street SE,,Mason City,641-201-1523,,641-201-1624,IA,Suite 126,50401,43.1511623,-93.1974843
K000362,01724,400220,K000362-sioux_city,320 6th St,Federal Building,Sioux City,712-224-4693,,712-224-4692,IA,Room 122,51101,42.4960314,-96.4075814
K000362,01724,400220,K000362-spencer,306 Grand Ave.,,Spencer,712-580-3354,,712-580-7754,IA,,51301,43.1407023,-95.144286
K000367,01826,412242,K000367-minneapolis,1200 Washington Avenue South,,Minneapolis,612-727-5223,,612-727-5220,MN,Room 250,55415,44.9751443,-93.2505863
K000367,01826,412242,K000367-moorhead,121 4th Street South,,Moorhead,218-287-2930,,218-287-2219,MN,,56560,46.873119,-96.774188
K000367,01826,412242,K000367-rochester,1130 1/2 7th Street NW,,Rochester,507-288-2922,,507-288-5321,MN,Room 212,55901,44.0314822,-92.479679
K000367,01826,412242,K000367-virginia,820 9th Street North,Olcott Plaza,Virginia,218-741-3692,,218-741-9690,MN,Room 105,55792,47.5302888,-92.5465059
K000375,02025,412435,K000375-hyannis,259 Stevens St.,,Hyannis,508-790-1959,,508-771-6868,MA,Suite E,02601,41.6511319,-70.2939487
K000375,02025,412435,K000375-new_bedford,128 Union Street,,New Bedford,508-999-6468,,508-999-6462,MA,Suite 103,02740,41.6339983,-70.9267013
K000375,02025,412435,K000375-plymouth,170 Court St.,,Plymouth,508-732-0072,,508-746-9000,MA,,02360,41.9636518,-70.6753841
K000376,02051,412465,K000376-butler,101 E. Diamond St.,,Butler,724-282-3682,Monday-Friday 9:00AM-5:00PM,724-282-2557,PA,Suite 218,16001,40.8580044,-79.8948869
K000376,02051,412465,K000376-erie,208 E. Bayfront Pkwy.,,Erie,814-454-8197,Monday-Friday 9:00AM-5:00PM,814-454-8190,PA,Suite 102,16507,42.1373875,-80.0848493
K000376,02051,412465,K000376-new_castle,430 Court St.,Lawrence County Courthouse,New Castle,,By appointment only,,PA,,16101,40.9991502,-80.3392636
K000376,02051,412465,K000376-sharon,33 Chestnut Ave.,,Sharon,724-342-7242,"Monday through Friday, 9 a.m. to 5 p.m.",724-342-7170,PA,,16146,41.2315486,-80.5079773
K000378,02014,412421,K000378-ottawa,628 Columbus St.,,Ottawa,815-431-9383,8:30 AM - 5:00 PM,815-431-9271,IL,Suite 507,61350,41.346247,-88.841051
K000378,02014,412421,K000378-rockford,725 N. Lyford Rd.,,Rockford,,Meetings by appointment only.,815-708-8032,IL,Suite 3,61107,42.2743104,-88.96018389999999
K000378,02014,412421,K000378-watseka,342 W. Walnut,,Watseka,,Meetings by appointment.,815-432-0580,IL,,60970,40.7762446,-87.7383019
K000379,02172,412543,K000379-attleboro,8 N. Main St.,,Attleboro,508-431-1101,M-F 9-5:30PM,508-431-1110,MA,Suite 200,02703,41.9449626,-71.2846799
K000379,02172,412543,K000379-newton,29 Crafts St.,,Newton,617-332-3308,M-F 9-5:30PM,617-332-3333,MA,Suite 375,02458,42.3548224,-71.1999166
K000380,02134,412546,K000380-flint,111 E. Court St.,,Flint,,M-F 9-5:00pm,810-238-8627,MI,#3B,48502,43.0133524,-83.6871014
K000381,02169,412583,K000381-bremerton,345 6th St.,,Bremerton,,M-F: 9:00am - 5:00pm (PST),360-373-9725,WA,Suite 500,98337,47.5669568,-122.6258917
K000381,02169,412583,K000381-port_angeles,332 E. 5th St.,,Port Angeles,,"Tues: 9:00am-Noon (PST), Wed-Thurs: 1:00pm-4:00pm (PST)",360-797-3623,WA,,98362,48.113181,-123.431753
K000381,02169,412583,K000381-tacoma,950 Pacific Ave.,,Tacoma,,M-F: 9:00am - 5:00pm (PST),253-272-3515,WA,Suite 1230,98402,47.2535757,-122.4390697
K000382,02145,412557,K000382-concord,18 N. Main St.,,Concord,603-226-1010,"8:30 AM - 5:00 PM, Monday - Friday",603-226-1002,NH,Fourth Floor,03301,43.2048069,-71.5355091
K000382,02145,412557,K000382-littleton,33 Main St.,,Littleton,,,603-444-7700,NH,Suite 202,03561,44.3063587,-71.7713705
K000382,02145,412557,K000382-nashua,184 Main Street,,Nashua,603-595-2016,"8:30 AM - 5:00 PM, Monday - Friday",603-595-2006,NH,Suite 222,03060,42.7606386,-71.4647244
K000383,02185,412545,K000383-augusta,4 Gabriel Dr.,,Augusta,,,207-622-8292,ME,Suite 3,04330,44.3676495,-69.7940768
K000383,02185,412545,K000383-bangor,202 Harlow St.,,Bangor,,,207-945-8000,ME,Suite 20350,04401,44.8046399,-68.7737891
K000383,02185,412545,K000383-presque_isle,169 Academy St.,,Presque Isle,,,207-764-5124,ME,Suite A,04769,46.6766073,-67.9956649
K000383,02185,412545,K000383-scarborough,383 Route 1,,Scarborough,,,207-883-1588,ME,Suite 1C,04074,43.5854463,-70.3582263
K000384,02176,412582,K000384-abingdon,121 Russell Rd.,,Abingdon,276-525-4792,,276-525-4790,VA,Suite 2,24210,36.709042,-81.981768
K000384,02176,412582,K000384-danville,308 Craghead Street,,Danville,434-792-0978,,434-792-0976,VA,Suite 102A,24541,36.5867166,-79.38939599999999
K000384,02176,412582,K000384-manassas,9408 Grant Avenue,,Manassas,703-361-3198,,703-361-3192,VA,Suite 202,20110,38.7515843,-77.4755912
K000384,02176,412582,K000384-richmond,919 E. Main St.,,Richmond,804-771-8313,,804-771-2221,VA,Suite 970,23219,37.5374358,-77.4362913
K000384,02176,412582,K000384-roanoke,611 S. Jefferson St.,,Roanoke,540-682-5697,,540-682-5693,VA,Suite 5B,24011,37.268654,-79.9408098
K000384,02176,412582,K000384-virginia_beach,222 Central Park Ave.,,Virginia Beach,757-518-1679,,757-518-1674,VA,Suite 120,23462,36.842768,-76.13327699999999
K000385,02190,412595,K000385-chicago,1000 E. 111th St.,,Chicago,,9:00am-5:00pm,773-321-2001,IL,,60628,41.6944193,-87.6012886
K000385,02190,412595,K000385-kankakee,304 S. Indiana Ave.,Kankakee City Hall,Kankakee,,"Open on the second and fourth Wednesdays of each month, from 9am - 4pm",708-679-0078,IL,lower level,60901,41.117146,-87.861261
K000385,02190,412595,K000385-matteson,600 Holiday Plaza Dr.,,Matteson,708-679-0216,9:00am-5:00pm,708-679-0078,IL,Suite 505,60443,41.5042785,-87.7382453
K000386,02264,412649,K000386-auburn,71 Genesee St.,,Auburn,315-253-2435,,315-253-4068,NY,,13021,42.9318995,-76.5664577
K000386,02264,412649,K000386-lyons,7376 State Route 31,,Lyons,,Please call to make an appointment,315-253-4068,NY,,14489,43.072187,-77.03685779999999
K000386,02264,412649,K000386-oswego,13 W. Oneida St.,,Oswego,,Please call to make an appointment,315-423-5657,NY,2nd Floor,13126,43.4554199,-76.511258
K000386,02264,412649,K000386-syracuse,440 S. Warren St.,,Syracuse,315-423-5604,,315-423-5657,NY,"7th Floor, Suite 711",13202,43.04611939999999,-76.15161669999999
K000388,02294,412673,K000388-columbus,318 N. 7th St.,,Columbus,662-328-5982,,662-327-0748,MS,Suite D,39701,33.4985949,-88.42587759999999
K000388,02294,412673,K000388-corinth,4135 County Road 200,,Corinth,662-841-8845,,662-687-1525,MS,,38844,34.9303984,-88.43363889999999
K000388,02294,412673,K000388-eupora,855 S. Dunn St.,,Eupora,662-258-7240,,662-258-7240,MS,,39744,33.5403014,-89.2688098
K000388,02294,412673,K000388-hernando,2565 Caffey St.,,Hernando,662-449-4836,,662-449-3090,MS,#200,38632,34.8226252,-89.9956387
K000388,02294,412673,K000388-tupelo,431 W. Main St.,,Tupelo,662-841-8845,,662-841-8808,MS,,38804,34.2570023,-88.70811259999999
K000389,,412684,K000389-santa_clara,900 Lafayette St.,,Santa Clara,408-436-2721,,408-436-2720,CA,Suite 206,95050,37.3494432,-121.9434873
K000391,,412701,K000391-schaumburg,1701 E. Woodfield Rd.,,Schaumburg,,,847-413-1959,IL,Suite 704,60173,42.042839,-88.0382131
K000392,,412724,K000392-dyersburg,100 S. Main St.,,Dyersburg,731-285-5008,,731-412-1037,TN,Suite 1,38024,35.9688328,-89.38456149999999
K000392,,412724,K000392-martin,406 S. Lindell St.,,Martin,731-587-7334,,731-412-1043,TN,,38237,36.342528,-88.850229
K000392,,412724,K000392-memphis,5900 Poplar Ave.,,Memphis,901-682-8973,,901-682-4422,TN,Suite 202,38119,35.1034459,-89.8641093
K000392,,412724,K000392-jackson,117 North Liberty Street,,Jackson,731-427-1537,,731-423-4848,TN,,38301,35.6149736,-88.81841440000001
L000174,01383,300065,L000174-burlington,199 Main St.,4th Floor,Burlington,800-642-3193,,802-863-2525,VT,,05401,44.47553140000001,-73.21128259999999
L000174,01383,300065,L000174-montpelier,87 State St.,,Montpelier,,,802-229-0569,VT,Room 338,05602,44.260997,-72.5775843
L000287,00688,400240,L000287-atlanta,100 Peachtree St. NW,,Atlanta,,,404-659-0116,GA,Suite 1920,30303,33.7568505,-84.38859939999999
L000397,00701,400245,L000397-san_jose,635 N. First St.,,San Jose,,,408-271-8700,CA,Suite B,95112,37.3475248,-121.8993988
L000480,00709,400246,L000480-new_city,67 N. Main St.,,New City,845-634-4079,M-F 9am-6pm,845-639-3485,NY,#101,10956,41.1497079,-73.98993
L000480,00709,400246,L000480-white_plains,222 Mamaroneck Ave.,,White Plains,914-328-1505,Mon-Fri: 9 am-6 pm,914-428-1707,NY,#312,10605,41.0270474,-73.76478879999999
L000491,00711,400247,L000491-yukon,10952 NW Expressway,,Yukon,405-373-2046,,405-373-1958,OK,Suite B,73099,35.5916684,-97.71702800000001
L000551,01501,400237,L000551-alameda,1550 Oak St.,,Alameda,,Every 2nd & 4th Thurs. 3 pm – 5 pm (PST),,CA,2nd Floor Staff Room,94501,37.7667491,-122.2422766
L000551,01501,400237,L000551-albany,1249 Marin Ave.,Albany Community Center,Albany,,Every 1st & 3rd Wed 3pm - 5pm,,CA,,94706,37.8879742,-122.2932172
L000551,01501,400237,L000551-oakland,1301 Clay St.,,Oakland,510-763-6538,M-F 9am - 5pm,510-763-0370,CA,Suite 1000-N,94612,37.8052016,-122.2745116
L000551,01501,400237,L000551-oakland-1,1470 Fruitvale Ave.,,Oakland,,Every 1st & 3rd Thurs. 3pm-5pm (PST),,CA,,94601,37.7784791,-122.2250837
L000551,01501,400237,L000551-san_leandro,300 Estudillo Ave.,Room C,San Leandro,,Every 1st & 3rd Tues. 3 pm – 5 pm (PST),,CA,,94577,37.7260242,-122.1540198
L000557,01583,400233,L000557-hartford,221 Main St.,,Hartford,860-278-2111,,860-278-8888,CT,2nd Floor,06106,41.7584184,-72.6757241
L000559,01668,400230,L000559-warwick,300 Centerville Rd.,,Warwick,401-737-2982,Mon-Fri 8AM-5PM,401-732-9400,RI,Suite 200 South,02886,41.6944274,-71.4705546
L000560,01675,400232,L000560-bellingham,119 N. Commercial St.,Suite 275,Bellingham,360-733-5144,Monday-Friday 8 a.m. to 5 p.m.,360-733-4500,WA,,98225,48.7523829,-122.4785173
L000560,01675,400232,L000560-everett,2930 Wetmore Ave.,Wall Street Building,Everett,425-252-6606,Monday-Friday 8 a.m. to 5 p.m,425-252-3188,WA,Suite 9F,98201,47.9781562,-122.2076204
L000562,01686,400249,L000562-boston,One Harbor Street,,Boston,617-428-2011,,617-428-2000,MA,Suite 304,02210,42.3455095,-71.035511
L000562,01686,400249,L000562-brockton,37 Belmont Street,,Brockton,508-580-4692,,508-586-5555,MA,"2nd Floor, Suite 3",02301,42.080643,-71.023661
L000562,01686,400249,L000562-quincy,1245 Hancock St.,,Quincy,617-773-0955,,617-657-6305,MA,Suite 41,02169,42.2526962,-71.0049509
L000563,01781,400630,L000563-chicago,6245 S. Archer Ave.,,Chicago,773-767-9395,,773-948-6223,IL,,60638,41.7934493,-87.77626830000001
L000563,01781,400630,L000563-lockport,222 E. 9th St.,Central Square Building,Lockport,815-838-1993,,815-838-1990,IL,#109,60441,41.5895597,-88.05500169999999
L000563,01781,400630,L000563-oak_lawn,5210 W. 95th St.,,Oak Lawn,708-424-1855,,708-424-0853,IL,Suite 104,60453,41.7201892,-87.751137
L000563,01781,400630,L000563-orland_park,14700 S. Ravinia Avenue,Orland Park Village Hall,Orland Park,708-403-5963,,708-403-4379,IL,,60462,41.6232433,-87.8573538
L000564,01834,412191,L000564-colorado_springs,1125 Kelly Johnson Blvd.,,Colorado Springs,719-520-0840,,719-520-0055,CO,Suite 330,80920,38.94831500000001,-104.807763
L000564,01834,412191,L000564-buena_vista,415 Main St.,,Buena Vista,719-520-0840,By appointment only,719-520-0055,CO,,81211,38.842985,-106.128575
L000565,01846,412209,L000565-davenport,209 W. 4th St.,,Davenport,563-323-5231,,563-323-5988,IA,#104,52801,41.5235231,-90.5756888
L000565,01846,412209,L000565-iowa_city,125 S. Dubuque St.,,Iowa City,319-351-5789,,319-351-0789,IA,,52240,41.6592803,-91.5334445
L000566,01885,412256,L000566-bowling_green,1045 N. Main St.,,Bowling Green,,,419-354-8700,OH,Suite 6,43402,41.3891803,-83.65120619999999
L000566,01885,412256,L000566-defiance,101 Clinton St.,,Defiance,,,419-782-1996,OH,Suite 1200,43512,41.2881704,-84.36089869999999
L000566,01885,412256,L000566-findlay,318 Dorney Plz.,,Findlay,,,419-422-7791,OH,Room 302,45840,41.038435,-83.6516735
L000569,01931,412292,L000569-jefferson_city,2117 Missouri Blvd.,,Jefferson City,573-635-8347,,573-635-7232,MO,,65109,38.5813109,-92.20679520000002
L000569,01931,412292,L000569-washington,516 Jefferson St.,,Washington,636-239-0478,,636-239-2276,MO,,63090,38.5560438,-91.0132469
L000569,01931,412292,L000569-wentzville,113 E. Pearce Blvd.,,Wentzville,,,636-327-7055,MO,,63385,38.8122807,-90.85187169999999
L000570,01939,412293,L000570-farmington,800 Municipal Dr.,,Farmington,505-324-1026,,505-324-1005,NM,,87401,36.7378735,-108.2167002
L000570,01939,412293,L000570-gallup,110 W. Aztec Ave.,,Gallup,505-863-0678,,505-863-0582,NM,,87301,35.5265052,-108.7413892
L000570,01939,412293,L000570-las_vegas,903 University Ave.,,Las Vegas,505-454-3265,,505-454-3038,NM,,87701,35.594789,-105.2183489
L000570,01939,412293,L000570-rio_rancho,3200 Civic Center NE,,Rio Rancho,505-994-0550,,505-994-0499,NM,Suite 330,87144,35.3109178,-106.6851151
L000570,01939,412293,L000570-santa_fe,1611 Calle Lorca,,Santa Fe,505-986-5047,,505-984-8950,NM,Suite A,87505,35.6605914,-105.9630964
L000570,01939,412293,L000570-tucumcari,404 W. Route 66 Blvd.,,Tucumcari,575-461-3192,,575-461-3029,NM,,88401,35.1718132,-103.7221881
L000575,02050,412464,L000575-oklahoma_city,1015 N. Broadway Ave.,,Oklahoma City,,,405-231-4941,OK,Suite 310,73102,35.4776534,-97.5145337
L000575,02050,412464,L000575-tulsa,224 South Boulder,,Tulsa,,,918-581-7651,OK,Suite 210,74103,36.1533467,-95.992873
L000576,02033,412445,L000576-joplin,2727 E. 32nd St.,,Joplin,417-781-2832,,417-781-1041,MO,Suite 2,64804,37.0555214,-94.4831701
L000576,02033,412445,L000576-springfield,3232 E. Ridgeview St.,,Springfield,417-889-4915,,417-889-1800,MO,,65804,37.1590571,-93.22940179999999
L000577,02080,412495,L000577-ogden,324 25th St.,James V. Hansen Federal Building,Ogden,801-392-9630,,801-392-9633,UT,Suite 1410,84401,41.2206774,-111.9726125
L000577,02080,412495,L000577-salt_lake_city,125 S. State,Wallace F. Bennett Federal Building,Salt Lake City,801-524-5730,,801-524-5933,UT,Suite 4225,84138,40.7667476,-111.8871382
L000577,02080,412495,L000577-st__george,285 W. Tabernacle,,St. George,,,435-628-5514,UT,Suite 200,84770,37.1079122,-113.5893448
L000578,02100,412510,L000578-auburn,2399 Rickenbacker Way,,Auburn,530-878-5037,,530-878-5035,CA,,95602,38.9527935,-121.0815891
L000578,02100,412510,L000578-oroville,2862 Olive Hwy.,,Oroville,530-534-7800,,530-534-7100,CA,Suite D,95966,39.5034549,-121.540378
L000578,02100,412510,L000578-redding,2885 Churn Creek Rd.,,Redding,530-223-5897,,530-223-5898,CA,Suite C,96002,40.565758,-122.351892
L000579,02111,412521,L000579-long_beach,100 W. Broadway,West Tower,Long Beach,562-437-6434,M-F 9AM-5PM,562-436-3828,CA,Suite 600,90802,33.7689325,-118.1930229
L000579,02111,412521,L000579-garden_grove,12865 Main St.,,Garden Grove,562-437-6434,M-F 9AM-5PM,714-243-4088,CA,Suite 200,92840,33.775733,-117.941206
L000581,02252,412638,L000581-detroit,5555 Conner Ave.,,Detroit,313-499-1633,,313-423-6183,MI,Suite 3015,48213,42.3902033,-82.9819582
L000581,02252,412638,L000581-southfield,26700 Lahser Road,,Southfield,248-356-4532,,248-356-2052,MI,Suite 330,48033,42.483811,-83.25988629999999
L000582,02230,412616,L000582-los_angeles,5055 Wilshire Blvd.,,Los Angeles,,,323-651-1040,CA,Suite 310,90036,34.062551,-118.3402319
L000582,02230,412616,L000582-manhattan_beach,1600 Rosecrans Ave.,,Manhattan Beach,,by appointment only,310-321-7664,CA,4th Floor,90266,33.9015419,-118.383875
L000583,02238,412624,L000583-atlanta,600 Galleria Pkwy.,,Atlanta,678-556-5184,,770-429-1776,GA,Suite 120,30339,33.8852658,-84.46130289999999
L000583,02238,412624,L000583-cartersville,135 W. Cherokee Ave.,,Cartersville,,,770-429-1776,GA,Suite 122,30120,34.1658228,-84.7997815
L000583,02238,412624,L000583-woodstock,9898 Highway 92,,Woodstock,770-517-7427,,770-429-1776,GA,Suite 100,30188,34.085747,-84.523949
L000585,02295,412674,L000585-bloomington,3004 G.E. Rd.,,Bloomington,,Open Tuesdays and Thursdays,309-205-9556,IL,Suite 1B,61704,40.5029607,-88.9230848
L000585,02295,412674,L000585-jacksonville,201 W. Morgan St.,,Jacksonville,217-243-6852,,217-245-1431,IL,,62650,39.7336397,-90.22998150000001
L000585,02295,412674,L000585-peoria,100 NE Monroe St.,,Peoria,309-671-7309,,309-671-7027,IL,Room 100,61602,40.6949004,-89.591743
L000585,02295,412674,L000585-springfield,235 S. Sixth St.,,Springfield,217-670-1806,,217-670-1653,IL,,62701,39.79957450000001,-89.648127
L000586,,412693,L000586-tallahassee,435 N. Macomb St.,,Tallahassee,850-577-0633,,850-558-9450,FL,,32301,30.4463425,-84.28819759999999
L000586,,412693,L000586-jacksonville,1010 N. Davis St.,,Jacksonville,904-379-0309,,904-354-1652,FL,Suite 206,32209,30.336823,-81.667581
M000087,00729,400251,M000087-astoria,31-19 Newtown Ave.,,Astoria,718-932-1805,Monday 9:30am – 2:00pm; Tuesday – Thursday 9:30am – 5:00pm; Friday 10:00am – 4:00pm,718-932-1804,NY,,11102-1391,40.7672194,-73.9223996
M000087,00729,400251,M000087-brooklyn,619 Lorimer St.,,Brooklyn,718-349-5973,Tuesday 9:00am – 5:00pm,718-349-5972,NY,,11211-2228,40.7155784,-73.94987139999999
M000087,00729,400251,M000087-new_york,1651 3rd Ave.,,New York,212-860-0704,Monday – Friday 9:00am – 6:00pm,212-860-0606,NY,Suite 311,10128-3679,40.7828262,-73.95068410000002
M000133,00735,400253,M000133-boston,15 Sudbury St.,JFK Federal Building,Boston,617-248-3870,,617-565-8519,MA,975,02203,42.3613091,-71.0593927
M000133,00735,400253,M000133-fall_river,222 Milliken Blvd.,,Fall River,,,508-677-0523,MA,Suite 312,02721,41.6999176,-71.15872660000001
M000133,00735,400253,M000133-springfield,1550 Main St.,,Springfield,,,413-785-4610,MA,4th Floor,01103,42.10321649999999,-72.5929441
M000312,01504,400263,M000312-leominster,24 Church St.,,Leominster,978-466-3973,M-F 9-5:00pm,978-466-3552,MA,Room 27,01453,42.5279312,-71.7607974
M000312,01504,400263,M000312-northampton,94 Pleasant St.,,Northampton,413-584-1216,M-F 9-5:00pm,413-341-8700,MA,,01060,42.3185388,-72.6283162
M000312,01504,400263,M000312-worcester,12 E. Worcester St.,,Worcester,508-754-0982,M-F 9-5:00pm,508-831-7356,MA,Suite 1,01604,42.2628409,-71.7903444
M000355,01395,300072,M000355-bowling_green,241 E. Main St.,Federal Building,Bowling Green,270-782-1884,,270-781-1673,KY,Room 102,42101,36.9948956,-86.4430273
M000355,01395,300072,M000355-fort_wright,1885 Dixie Hwy.,,Fort Wright,859-578-0488,,859-578-0188,KY,Suite 345,41011,39.0575706,-84.542929
M000355,01395,300072,M000355-lexington,771 Corporate Dr.,,Lexington,859-224-9673,,859-224-8286,KY,Suite 108,40503,38.0134107,-84.5524557
M000355,01395,300072,M000355-london,300 S. Main St.,,London,606-864-2035,,606-864-2026,KY,Suite 310,40741,37.1258183,-84.0809548
M000355,01395,300072,M000355-louisville,601 W. Broadway,,Louisville,502-582-5326,,502-582-6304,KY,Room 630,40202,38.2469833,-85.7624677
M000355,01395,300072,M000355-paducah,100 Fountain Ave.,,Paducah,270-443-3102,,270-442-4554,KY,Suite 300,42001,37.07925609999999,-88.6172508
M000639,00791,400272,M000639-barrington,208 White Horse Pike,,Barrington,856-546-1526,,856-757-5353,NJ,Suite 18,08007,39.8730588,-75.04718439999999
M000639,00791,400272,M000639-newark,One Gateway Center,,Newark,973-645-0502,,973-645-3030,NJ,Suite 1100,07102,40.7344571,-74.1657213
M000934,01507,400284,M000934-hays,1200 Main St.,,Hays,785-628-3791,,785-628-6401,KS,Suite 402,67601,38.8728651,-99.3296381
M000934,01507,400284,M000934-manhattan,923 Westport Pl.,,Manhattan,785-587-0789,,785-539-8973,KS,Suite 210,66502,39.1928877,-96.6064052
M000934,01507,400284,M000934-olathe,23600 College Blvd.,,Olathe,913-768-1366,,913-393-0711,KS,Suite 201,66061,38.927647,-94.8584293
M000934,01507,400284,M000934-pittsburg,306 N. Broadway,,Pittsburg,620-232-2284,,620-232-2286,KS,Suite 125,66762,37.4105276,-94.7044411
M000934,01507,400284,M000934-wichita,100 North Broadway,,Wichita,316-269-9257,,316-269-9259,KS,Suite 210,67202,37.6865773,-97.3371211
M001111,01409,300076,M001111-everett,2930 Wetmore Ave.,,Everett,425-259-7152,,425-259-6515,WA,Suite 9D,98201,47.9781562,-122.2076204
M001111,01409,300076,M001111-seattle,915 2nd Ave.,Jackson Federal Building,Seattle,206-553-0891,,206-553-5545,WA,#2988,98174,47.6045895,-122.3354608
M001111,01409,300076,M001111-spokane,10 N. Post St.,,Spokane,509-624-9561,,509-624-9515,WA,Suite 600,99201,47.65759629999999,-117.4232771
M001111,01409,300076,M001111-tacoma,950 Pacific Ave.,,Tacoma,253-572-9488,,253-572-3636,WA,Suite 650,98402,47.2535757,-122.4390697
M001111,01409,300076,M001111-vancouver,1323 Officer's Row,The Marshall House,Vancouver,360-696-7798,,360-696-7797,WA,,98661,45.6276649,-122.657351
M001111,01409,300076,M001111-yakima,402 E. Yakima Ave.,,Yakima,509-453-7731,,509-453-7462,WA,Suite 420,98901,46.6030785,-120.5008956
M001137,01506,400271,M001137-arverne,67-12 Rockaway Beach Blvd.,,Arverne,347-230-4045,"Tuesdays 10am-2pm, Wednesday-Friday- 9am-5pm",347-230-4032,NY,,11692,40.5907811,-73.798273
M001137,01506,400271,M001137-jamaica,153-01 Jamaica Ave.,,Jamaica,718-725-9868,9 am – 5:00 pm Mon – Thurs and Fri. 9:00 am – 3:00 pm (close at 3:00 pm for administrative purposes),718-725-6000,NY,2nd floor,11432,40.7030995,-73.80205
M001143,01653,400259,M001143-st__paul,661 LaSalle Street,,St. Paul,651-224-3056,8:30 AM - 5:30 PM (Central),651-224-9191,MN,Suite 110,55114,44.9605297,-93.1943159
M001153,01694,300075,M001153-anchorage,510 L St.,,Anchorage,877-857-0322,,907-271-3735,AK,Suite 600,99501,61.2171561,-149.9043364
M001153,01694,300075,M001153-fairbanks,250 Cushman Ave.,Courthouse Square,Fairbanks,907-451-7146,,907-456-0233,AK,Suite 2D,99701,64.8427991,-147.7219443
M001153,01694,300075,M001153-juneau,800 Glacier Ave.,,Juneau,907-586-7201,,907-586-7277,AK,Suite 101,99801,58.30033239999999,-134.4205554
M001153,01694,300075,M001153-ketchikan,1900 First Ave.,,Ketchikan,907-225-0390,,907-225-6880,AK,Suite 225,99901,55.3492023,-131.6673863
M001153,01694,300075,M001153-soldotna,44539 Sterling Hwy.,,Soldotna,907-283-4363,,907-262-4220,AK,Suite 203,99669,60.4804766,-151.0725394
M001153,01694,300075,M001153-wasilla,851 E. Westpoint Dr.,,Wasilla,907-376-8526,,907-376-7665,AK,Suite 307,99654,61.5826697,-149.4286826
M001156,01792,400644,M001156-black_mountain,160 Midland Ave.,,Black Mountain,,"Mondays & Wednesdays, 12 PM to 5 PM",828-669-0600,NC,,28711,35.619814,-82.3197859
M001156,01792,400644,M001156-gastonia,128 W. Main Ave.,Gaston County Administrative Building,Gastonia,704-833-0887,,704-833-0096,NC,Suite 115,28052,35.2641049,-81.1825879
M001156,01792,400644,M001156-hickory,1990 Main Ave. SE,,Hickory,828-327-8311,,828-327-6100,NC,PO Box 1830,28603,35.7313122,-81.3022794
M001157,01804,400654,M001157-austin,9009 Mountain Ridge Dr.,Austin Building,Austin,512-473-0514,By appointment only,512-473-2357,TX,Suite 230,78759,30.3864963,-97.7528485
